"gene","uniprot","name","description","namespace"
"MRPS7","Q9Y2R9","MRPS7","mitochondrial ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:14499]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS9","P82933","MRPS9","mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRRF","Q96E11","MRRF","mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:HGNC:7234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRS2","Q9HD23","MRS2","magnesium transporter MRS2 [Source:HGNC Symbol;Acc:HGNC:13785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSRA","Q9UJ68","MSRA","methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSRB2","Q9Y3D2","MSRB2","methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSRB3","Q8IXL7","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSTO1","Q9BUK6","MSTO1","misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MT-ATP6","P00846","MT-ATP6","mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ATP8","P03928","MT-ATP8","mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]","GENECARDS,HGNC,UNIPROT_GN"
"MT-CO1","P00395","MT-CO1","mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]","GENECARDS,HGNC,UNIPROT_GN"
"MT-CO2","P00403","MT-CO2","mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]","GENECARDS,HGNC,UNIPROT_GN"
"MT-CO3","P00414","MT-CO3","mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]","GENECARDS,HGNC,UNIPROT_GN"
"MT-CYB","P00156","MT-CYB","mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND1","P03886","MT-ND1","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND2","P03891","MT-ND2","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND3","P03897","MT-ND3","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 [Source:HGNC Symbol;Acc:HGNC:7458]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND4","P03905","MT-ND4","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND4L","P03901","MT-ND4L","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L [Source:HGNC Symbol;Acc:HGNC:7460]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND5","P03915","MT-ND5","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]","GENECARDS,HGNC,UNIPROT_GN"
"MT-ND6","P03923","MT-ND6","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]","GENECARDS,HGNC,UNIPROT_GN"
"MT3","P25713","MT3","metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTARC1","Q5VT66","MTARC1","mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTARC2","Q969Z3","MTARC2","mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTCH1","Q9NZJ7","MTCH1","mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTCH2","Q9Y6C9","MTCH2","mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTERF1","Q99551","MTERF1","mitochondrial transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:21463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTERF2","Q49AM1","MTERF2","mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTERF3","Q96E29","MTERF3","mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTERF4","Q7Z6M4","MTERF4","mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFMT","Q96DP5","MTFMT","mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFP1","Q9UDX5","MTFP1","mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFR1","Q15390","MTFR1","mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFR1L","Q9H019","MTFR1L","mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFR2","Q6P444","MTFR2","mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTG1","Q9BT17","MTG1","mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTG2","Q9H4K7","MTG2","mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD1","P11586","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD1L","Q6UB35","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD2","P13995","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD2L","Q9H903","MTHFD2L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFS","P49914","MTHFS","methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTIF2","P46199","MTIF2","mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTIF3","Q9H2K0","MTIF3","mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTLN","Q8NCU8","MTLN","mitoregulin [Source:HGNC Symbol;Acc:HGNC:27339]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTO1","Q9Y2Z2","MTO1","mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTOR","P42345","MTOR","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTPAP","Q9NVV4","MTPAP","mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTRES1","Q9P0P8","MTRES1","mitochondrial transcription rescue factor 1 [Source:HGNC Symbol;Acc:HGNC:17971]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTRF1","O75570","MTRF1","mitochondrial translation release factor 1 [Source:HGNC Symbol;Acc:HGNC:7469]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTRF1L","Q9UGC7","MTRF1L","mitochondrial translation release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTRFR","Q9H3J6","MTRFR","mitochondrial translation release factor in rescue [Source:HGNC Symbol;Acc:HGNC:26784]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTUS1","Q9ULD2","MTUS1","microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTX1","Q13505","MTX1","metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTX2","O75431","MTX2","metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTX3","Q5HYI7","MTX3","metaxin 3 [Source:HGNC Symbol;Acc:HGNC:24812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MUL1","Q969V5","MUL1","mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MUTYH","Q9UIF7","MUTYH","mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MXD1","Q05195","MXD1","MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYCBP","Q99417","MYCBP","MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYG1","Q9HB07","MYG1","MYG1 exonuclease [Source:HGNC Symbol;Acc:HGNC:17590]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYL10","Q9BUA6","MYL10","myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYO19","Q96H55","MYO19","myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYOC","Q99972","MYOC","myocilin [Source:HGNC Symbol;Acc:HGNC:7610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYOM2","P54296","MYOM2","myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NACC2","Q96BF6","NACC2","NACC family member 2 [Source:HGNC Symbol;Acc:HGNC:23846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NADK2","Q4G0N4","NADK2","NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAGS","Q8N159","NAGS","N-acetylglutamate synthase [Source:HGNC Symbol;Acc:HGNC:17996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAIF1","Q69YI7","NAIF1","nuclear apoptosis inducing factor 1 [Source:HGNC Symbol;Acc:HGNC:25446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAPG","Q99747","NAPG","NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NARS2","Q96I59","NARS2","asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAT8L","Q8N9F0","NAT8L","N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAXD","Q8IW45","NAXD","NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAXE","Q8NCW5","NAXE","NAD(P)HX epimerase [Source:HGNC Symbol;Acc:HGNC:18453]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NBR1","Q14596","NBR1","NBR1 autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCBP1","Q09161","NCBP1","nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCSTN","Q92542","NCSTN","nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDFIP2","Q9NV92","NDFIP2","Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDRG4","Q9ULP0","NDRG4","NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA1","O15239","NDUFA1","NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA10","O95299","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA11","Q86Y39","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA12","Q9UI09","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA13","Q9P0J0","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA2","O43678","NDUFA2","NADH:ubiquinone oxidoreductase subunit A2 [Source:HGNC Symbol;Acc:HGNC:7685]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA3","O95167","NDUFA3","NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA4","O00483","NDUFA4","NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA4L2","Q9NRX3","NDUFA4L2","NDUFA4 mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA5","Q16718","NDUFA5","NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA6","P56556","NDUFA6","NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA7","O95182","NDUFA7","NADH:ubiquinone oxidoreductase subunit A7 [Source:HGNC Symbol;Acc:HGNC:7691]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA8","P51970","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA9","Q16795","NDUFA9","NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAB1","O14561","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF1","Q9Y375","NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF2","Q8N183","NDUFAF2","NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:28086]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF3","Q9BU61","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF4","Q9P032","NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF5","Q5TEU4","NDUFAF5","NADH:ubiquinone oxidoreductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:15899]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF6","Q330K2","NDUFAF6","NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF7","Q7L592","NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFAF8","A1L188","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB1","O75438","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB10","O96000","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB11","Q9NX14","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB2","O95178","NDUFB2","NADH:ubiquinone oxidoreductase subunit B2 [Source:HGNC Symbol;Acc:HGNC:7697]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB3","O43676","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB4","O95168","NDUFB4","NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB5","O43674","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB6","O95139","NDUFB6","NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB7","P17568","NDUFB7","NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB8","O95169","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB9","Q9Y6M9","NDUFB9","NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFC1","O43677","NDUFC1","NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFC2","O95298","NDUFC2","NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFC2-KCTD14","E9PQ53","NDUFC2-KCTD14","NDUFC2-KCTD14 readthrough [Source:HGNC Symbol;Acc:HGNC:42956]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS1","P28331","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS2","O75306","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS3","O75489","NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS4","O43181","NDUFS4","NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS5","O43920","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS6","O75380","NDUFS6","NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS7","O75251","NDUFS7","NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS8","O00217","NDUFS8","NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFV1","P49821","NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFV2","P19404","NDUFV2","NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFV3","P56181","NDUFV3","NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NENF","Q9UMX5","NENF","neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEU4","Q8WWR8","NEU4","neuraminidase 4 [Source:HGNC Symbol;Acc:HGNC:21328]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFKB1","P19838","NFKB1","nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFS1","Q9Y697","NFS1","NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFU1","Q9UMS0","NFU1","NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NGB","Q9NPG2","NGB","neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NGDN","Q8NEJ9","NGDN","neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NGRN","Q9NPE2","NGRN","neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
